article_id,article_title,category,entity_text,start_pos,end_pos,pattern
,第百七条,ARTICLE_REFERENCE,第百七条,0,4,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八条,ARTICLE_REFERENCE,第百八条,0,4,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九条,ARTICLE_REFERENCE,第百九条,0,4,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九条の二,ARTICLE_REFERENCE,第百九条の二,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十条,ARTICLE_REFERENCE,第百十条,0,4,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十一条,ARTICLE_REFERENCE,第百十一条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十二条,ARTICLE_REFERENCE,第百十二条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十二条の二,ARTICLE_REFERENCE,第百十二条の二,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十二条の三,ARTICLE_REFERENCE,第百十二条の三,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十三条,ARTICLE_REFERENCE,第百十三条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十四条,ARTICLE_REFERENCE,第百十四条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十五条,ARTICLE_REFERENCE,第百十五条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十六条,ARTICLE_REFERENCE,第百十六条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十七条,ARTICLE_REFERENCE,第百十七条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十八条,ARTICLE_REFERENCE,第百十八条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百十九条,ARTICLE_REFERENCE,第百十九条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十条,ARTICLE_REFERENCE,第百二十条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十条の二,ARTICLE_REFERENCE,第百二十条の二,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十条の三,ARTICLE_REFERENCE,第百二十条の三,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十条の四,ARTICLE_REFERENCE,第百二十条の四,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十条の五,ARTICLE_REFERENCE,第百二十条の五,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十条の六,ARTICLE_REFERENCE,第百二十条の六,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十条の七,ARTICLE_REFERENCE,第百二十条の七,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十条の八,ARTICLE_REFERENCE,第百二十条の八,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十一条,ARTICLE_REFERENCE,第百二十一条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十二条,ARTICLE_REFERENCE,第百二十二条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十三条,ARTICLE_REFERENCE,第百二十三条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十四条,ARTICLE_REFERENCE,第百二十四条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十五条,ARTICLE_REFERENCE,第百二十五条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十五条の二,ARTICLE_REFERENCE,第百二十五条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十五条の三,ARTICLE_REFERENCE,第百二十五条の三,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十六条,ARTICLE_REFERENCE,第百二十六条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十七条,ARTICLE_REFERENCE,第百二十七条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十八条,ARTICLE_REFERENCE,第百二十八条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十九条及び第百三十条,ARTICLE_REFERENCE,第百二十九条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百二十九条及び第百三十条,ARTICLE_REFERENCE,第百三十条,8,13,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十一条,ARTICLE_REFERENCE,第百三十一条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十一条の二,ARTICLE_REFERENCE,第百三十一条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十二条,ARTICLE_REFERENCE,第百三十二条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十三条,ARTICLE_REFERENCE,第百三十三条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十三条の二,ARTICLE_REFERENCE,第百三十三条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十四条,ARTICLE_REFERENCE,第百三十四条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十四条の二,ARTICLE_REFERENCE,第百三十四条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十四条の三,ARTICLE_REFERENCE,第百三十四条の三,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十五条,ARTICLE_REFERENCE,第百三十五条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十六条,ARTICLE_REFERENCE,第百三十六条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十七条,ARTICLE_REFERENCE,第百三十七条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十八条,ARTICLE_REFERENCE,第百三十八条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百三十九条,ARTICLE_REFERENCE,第百三十九条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十条,ARTICLE_REFERENCE,第百四十条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十一条,ARTICLE_REFERENCE,第百四十一条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十二条,ARTICLE_REFERENCE,第百四十二条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十三条,ARTICLE_REFERENCE,第百四十三条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十四条,ARTICLE_REFERENCE,第百四十四条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十四条の二,ARTICLE_REFERENCE,第百四十四条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十五条,ARTICLE_REFERENCE,第百四十五条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十六条,ARTICLE_REFERENCE,第百四十六条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十七条,ARTICLE_REFERENCE,第百四十七条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十八条,ARTICLE_REFERENCE,第百四十八条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百四十九条,ARTICLE_REFERENCE,第百四十九条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十条,ARTICLE_REFERENCE,第百五十条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十一条,ARTICLE_REFERENCE,第百五十一条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十二条,ARTICLE_REFERENCE,第百五十二条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十三条,ARTICLE_REFERENCE,第百五十三条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十四条,ARTICLE_REFERENCE,第百五十四条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十五条,ARTICLE_REFERENCE,第百五十五条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十六条,ARTICLE_REFERENCE,第百五十六条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十七条,ARTICLE_REFERENCE,第百五十七条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十八条,ARTICLE_REFERENCE,第百五十八条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百五十九条,ARTICLE_REFERENCE,第百五十九条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十条,ARTICLE_REFERENCE,第百六十条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十一条,ARTICLE_REFERENCE,第百六十一条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十二条,ARTICLE_REFERENCE,第百六十二条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十三条,ARTICLE_REFERENCE,第百六十三条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十四条,ARTICLE_REFERENCE,第百六十四条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十四条の二,ARTICLE_REFERENCE,第百六十四条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十五条,ARTICLE_REFERENCE,第百六十五条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十六条,ARTICLE_REFERENCE,第百六十六条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十七条,ARTICLE_REFERENCE,第百六十七条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十七条の二,ARTICLE_REFERENCE,第百六十七条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十八条,ARTICLE_REFERENCE,第百六十八条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百六十九条,ARTICLE_REFERENCE,第百六十九条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十条,ARTICLE_REFERENCE,第百七十条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十一条,ARTICLE_REFERENCE,第百七十一条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十二条,ARTICLE_REFERENCE,第百七十二条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十三条,ARTICLE_REFERENCE,第百七十三条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十四条,ARTICLE_REFERENCE,第百七十四条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十五条,ARTICLE_REFERENCE,第百七十五条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十六条,ARTICLE_REFERENCE,第百七十六条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十七条,ARTICLE_REFERENCE,第百七十七条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十八条,ARTICLE_REFERENCE,第百七十八条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百七十九条,ARTICLE_REFERENCE,第百七十九条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十条,ARTICLE_REFERENCE,第百八十条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十条の二,ARTICLE_REFERENCE,第百八十条の二,0,7,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十一条,ARTICLE_REFERENCE,第百八十一条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十二条,ARTICLE_REFERENCE,第百八十二条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十二条の二,ARTICLE_REFERENCE,第百八十二条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十三条,ARTICLE_REFERENCE,第百八十三条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条,ARTICLE_REFERENCE,第百八十四条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の二,ARTICLE_REFERENCE,第百八十四条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の三,ARTICLE_REFERENCE,第百八十四条の三,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の四,ARTICLE_REFERENCE,第百八十四条の四,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の五,ARTICLE_REFERENCE,第百八十四条の五,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の六,ARTICLE_REFERENCE,第百八十四条の六,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の七,ARTICLE_REFERENCE,第百八十四条の七,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の八,ARTICLE_REFERENCE,第百八十四条の八,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の九,ARTICLE_REFERENCE,第百八十四条の九,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十,ARTICLE_REFERENCE,第百八十四条の十,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十一,ARTICLE_REFERENCE,第百八十四条の十一,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十二,ARTICLE_REFERENCE,第百八十四条の十二,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十二の二,ARTICLE_REFERENCE,第百八十四条の十二,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十三,ARTICLE_REFERENCE,第百八十四条の十三,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十四,ARTICLE_REFERENCE,第百八十四条の十四,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十五,ARTICLE_REFERENCE,第百八十四条の十五,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十六,ARTICLE_REFERENCE,第百八十四条の十六,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十七,ARTICLE_REFERENCE,第百八十四条の十七,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十八,ARTICLE_REFERENCE,第百八十四条の十八,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の十九,ARTICLE_REFERENCE,第百八十四条の十九,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十四条の二十,ARTICLE_REFERENCE,第百八十四条の二十,0,9,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十五条,ARTICLE_REFERENCE,第百八十五条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十六条,ARTICLE_REFERENCE,第百八十六条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十七条,ARTICLE_REFERENCE,第百八十七条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十八条,ARTICLE_REFERENCE,第百八十八条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百八十九条,ARTICLE_REFERENCE,第百八十九条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十条,ARTICLE_REFERENCE,第百九十条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十一条,ARTICLE_REFERENCE,第百九十一条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十二条,ARTICLE_REFERENCE,第百九十二条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十三条,ARTICLE_REFERENCE,第百九十三条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十四条,ARTICLE_REFERENCE,第百九十四条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十五条,ARTICLE_REFERENCE,第百九十五条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十五条の二,ARTICLE_REFERENCE,第百九十五条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十五条の二の二,ARTICLE_REFERENCE,第百九十五条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十五条の三,ARTICLE_REFERENCE,第百九十五条の三,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十五条の四,ARTICLE_REFERENCE,第百九十五条の四,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十六条,ARTICLE_REFERENCE,第百九十六条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十六条の二,ARTICLE_REFERENCE,第百九十六条の二,0,8,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十七条,ARTICLE_REFERENCE,第百九十七条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十八条,ARTICLE_REFERENCE,第百九十八条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第百九十九条,ARTICLE_REFERENCE,第百九十九条,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第二百条,ARTICLE_REFERENCE,第二百条,0,4,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第二百条の二,ARTICLE_REFERENCE,第二百条の二,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第二百条の三,ARTICLE_REFERENCE,第二百条の三,0,6,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第二百一条,ARTICLE_REFERENCE,第二百一条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第二百二条,ARTICLE_REFERENCE,第二百二条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第二百三条,ARTICLE_REFERENCE,第二百三条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第二百四条,ARTICLE_REFERENCE,第二百四条,0,5,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第一条,ARTICLE_REFERENCE,第一条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第一条,ARTICLE_REFERENCE,第一条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第二条,ARTICLE_REFERENCE,第二条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第三条,ARTICLE_REFERENCE,第三条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第四条,ARTICLE_REFERENCE,第四条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第五条,ARTICLE_REFERENCE,第五条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第九条,ARTICLE_REFERENCE,第九条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第一条,ARTICLE_REFERENCE,第一条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第二条,ARTICLE_REFERENCE,第二条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
,第一条,ARTICLE_REFERENCE,第一条,0,3,第([一二三四五六七八九十百千万〇０-９0-9]+)条(の[一二三四五六七八九十百千万〇０-９0-9]+)?
